INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('20', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('21', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('22', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('23', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('24', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('25', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('26', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('27', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('28', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('29', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('30', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('31', '125', '0', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('32', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('33', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('34', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('35', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('36', '125', '3', '0');
INSERT INTO `grid` (id, zoneid, type, type2) VALUES ('37', '125', '3', '0');
INSERT INTO `grid_entries` (gridid, zoneid, number, x, y, z, heading, pause) VALUES ('20', '125', '1', '-490.25', '-587.63', '-202.5', '152.5', '45');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231149', 'sirens_231149', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231150', 'sirens_231150', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231151', 'sirens_231151', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231152', 'sirens_231152', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231153', 'sirens_231153', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231154', 'sirens_231154', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231155', 'sirens_231155', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231156', 'sirens_231156', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231157', 'sirens_231157', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231158', 'sirens_231158', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231159', 'sirens_231159', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231160', 'sirens_231160', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231161', 'sirens_231161', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231162', 'sirens_231162', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231163', 'sirens_231163', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231164', 'sirens_231164', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231165', 'sirens_231165', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231166', 'sirens_231166', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231167', 'sirens_231167', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231168', 'sirens_231168', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231169', 'sirens_231169', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231170', 'sirens_231170', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231171', 'sirens_231171', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231172', 'sirens_231172', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231173', 'sirens_231173', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231174', 'sirens_231174', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231175', 'sirens_231175', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231176', 'sirens_231176', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231177', 'sirens_231177', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231178', 'sirens_231178', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231179', 'sirens_231179', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231180', 'sirens_231180', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231181', 'sirens_231181', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231182', 'sirens_231182', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231183', 'sirens_231183', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231184', 'sirens_231184', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231185', 'sirens_231185', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231186', 'sirens_231186', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231187', 'sirens_231187', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231188', 'sirens_231188', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231189', 'sirens_231189', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231190', 'sirens_231190', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231191', 'sirens_231191', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231192', 'sirens_231192', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231193', 'sirens_231193', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231194', 'sirens_231194', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231195', 'sirens_231195', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231196', 'sirens_231196', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231197', 'sirens_231197', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231198', 'sirens_231198', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231199', 'sirens_231199', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231200', 'sirens_231200', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231201', 'sirens_231201', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231202', 'sirens_231202', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231203', 'sirens_231203', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231204', 'sirens_231204', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231205', 'sirens_231205', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231206', 'sirens_231206', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231207', 'sirens_231207', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231208', 'sirens_231208', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231209', 'sirens_231209', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231210', 'sirens_231210', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231211', 'sirens_231211', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231212', 'sirens_231212', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231213', 'sirens_231213', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231214', 'sirens_231214', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231215', 'sirens_231215', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231216', 'sirens_231216', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231217', 'sirens_231217', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231218', 'sirens_231218', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231219', 'sirens_231219', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231220', 'sirens_231220', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231221', 'sirens_231221', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231222', 'sirens_231222', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231223', 'sirens_231223', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231224', 'sirens_231224', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231225', 'sirens_231225', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231226', 'sirens_231226', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231227', 'sirens_231227', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231228', 'sirens_231228', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231229', 'sirens_231229', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231230', 'sirens_231230', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231231', 'sirens_231231', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231232', 'sirens_231232', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231233', 'sirens_231233', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231234', 'sirens_231234', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231235', 'sirens_231235', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231236', 'sirens_231236', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231237', 'sirens_231237', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231238', 'sirens_231238', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231239', 'sirens_231239', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231240', 'sirens_231240', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231241', 'sirens_231241', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231242', 'sirens_231242', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231243', 'sirens_231243', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231244', 'sirens_231244', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231245', 'sirens_231245', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231246', 'sirens_231246', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231247', 'sirens_231247', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231248', 'sirens_231248', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231249', 'sirens_231249', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231250', 'sirens_231250', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231251', 'sirens_231251', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231252', 'sirens_231252', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231253', 'sirens_231253', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231254', 'sirens_231254', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231255', 'sirens_231255', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231256', 'sirens_231256', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231257', 'sirens_231257', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231258', 'sirens_231258', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231259', 'sirens_231259', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231260', 'sirens_231260', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231261', 'sirens_231261', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231262', 'sirens_231262', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
INSERT INTO `spawngroup` (id, name, spawn_limit, dist, max_x, min_x, max_y, min_y, delay, mindelay, despawn, despawn_timer) VALUES ('231263', 'sirens_231263', '0', '0', '0', '0', '0', '0', '0', '15000', '0', '100');
